price,area,bedrooms,bathrooms,location
Rs 3.30 Crore,"1,600 SQFT",3 Beds,4 Baths,"North Nazimabad - Block L, Karachi•"
Rs 5 Crore,"2,100 SQFT",3 Beds,3 Baths,"North Nazimabad - Block F, Karachi•"
Rs 3.10 Crore,"2,400 SQFT",3 Beds,3 Baths,"North Nazimabad - Block B, Karachi•"
Rs 1.88 Crore,120 SQYD,4 Beds,4 Baths,"Saima Arabian Villas, Karachi•"
Rs 2.29 Crore,240 SQYD,3 Beds,4 Baths,"Nazimabad 4 - Block B, Karachi•"
Rs 6 Lac,50 SQFT,0,0,"Gadap Town, Karachi•"
Rs 28 Lacs,650 SQFT,2 Beds,2 Baths,"Surjani Town - Sector 7A, Karachi•"
Rs 2.25 Crore,160 SQYD,6 Beds,6 Baths,"Saima Arabian Villas, Karachi•"
Rs 10 Lacs,50 SQFT,0,0,"Saima Arabian Villas, Karachi•"
Rs 85 Lacs,120 SQYD,3 Beds,3 Baths,"Gulistan-e-Jauhar Block 11, Karachi•"
Rs 85 Lacs,120 SQYD,0,0,"Saadi Garden, Karachi•"
Rs 12 Lacs,"1,000 SQFT",0,0,"Gadap Town, Karachi•"
Rs 65 Lacs,125 SQYD,0,0,"Bahria Town - Precinct 12, Karachi•"
Rs 3.70 Crore,"1,800 SQFT",3 Beds,3 Baths,"Lucky One Apartment, Karachi•"
Rs 5.25 Crore,"3,334 SQFT",4 Beds,4 Baths,"Lucky One Apartment, Karachi•"
Rs 3.60 Crore,"1,700 SQFT",3 Beds,3 Baths,"North Nazimabad - Block F, Karachi•"
Rs 3.30 Crore,"1,600 SQFT",3 Beds,3 Baths,"North Nazimabad - Block L, Karachi•"
Rs 6.50 Crore,"3,233 SQFT",4 Beds,4 Baths,"Lucky One Apartment, Karachi•"
Rs 3.60 Crore,"1,700 SQFT",3 Beds,4 Baths,"North Nazimabad - Block F, Karachi•"
Rs 3.60 Crore,"1,750 SQFT",3 Beds,3 Baths,"North Nazimabad - Block F, Karachi•"
Rs 2.35 Crore,"1,000 SQFT",2 Beds,2 Baths,"North Nazimabad - Block F, Karachi•"
Rs 2.10 Crore,750 SQFT,2 Beds,2 Baths,"North Nazimabad - Block F, Karachi•"
Rs 6.50 Crore,"3,334 SQFT",4 Beds,5 Baths,"Lucky One Apartment, Karachi•"
Rs 2.70 Crore,"1,450 SQFT",3 Beds,3 Baths,"North Nazimabad - Block B, Karachi•"
Rs 3.50 Crore,"1,600 SQFT",3 Beds,4 Baths,"North Nazimabad - Block F, Karachi•"
Rs 2 Crore,200 SQYD,3 Beds,3 Baths,"North Karachi - Sector 11-C/2, Karachi•"
Rs 45 Lacs,650 SQFT,2 Beds,2 Baths,"Gulshan-e-Iqbal - Block 10-A, Karachi•"
Rs 4.25 Crore,240 SQYD,0,0,"Cantt Bazar, Karachi•"
Rs 10 Lacs,50 SQFT,0,0,"North Karachi, Karachi•"
Rs 1.20 Crore,240 SQYD,0,0,"Faridi Niazi Society, Karachi•"
Rs 2.65 Crore,"2,160 SQYD",0,0,"Capital Cooperative Housing Society, Karachi•"
Rs 1.38 Crore,125 SQYD,3 Beds,3 Baths,"Bahria Town - Precinct 12, Karachi•"
Rs 28 Lacs,650 SQFT,2 Beds,2 Baths,"Surjani Town - Sector 7A, Karachi•"
Rs 70 Lacs,750 SQFT,3 Beds,3 Baths,"North Karachi, Karachi•"
Rs 2.80 Crore,"1,440 SQFT",4 Beds,3 Baths,"Saima Elite Villas, Karachi•"
Rs 8 Lac,600 SQFT,0,0,"Surjani Town - Sector 5D, Karachi•"
Rs 75 Lacs,120 SQYD,3 Beds,2 Baths,"Gulistan-e-Jauhar Block 10, Karachi•"
Rs 75 Lacs,120 SQYD,3 Beds,3 Baths,"Gulistan-e-Jauhar Block 10, Karachi•"
Rs 65 Lacs,80 SQYD,3 Beds,3 Baths,"Gulistan-e-Jauhar Block 10, Karachi•"
Rs 80 Lacs,120 SQYD,3 Beds,2 Baths,"Gulistan-e-Jauhar Block 10, Karachi•"
Rs 1.20 Crore,120 SQYD,2 Beds,2 Baths,"Alize Garden, Karachi•"
Rs 2.75 Crore,"1,500 SQFT",3 Beds,3 Baths,"Gulshan-E-Iqbal Block 7, Karachi•"
Rs 52 Lacs,650 SQFT,2 Beds,2 Baths,"Gulshan-e-Iqbal - Block 4A, Karachi•"
Rs 33 Lacs,195 SQFT,0,0,"Badar Commercial Area, Karachi•"
Rs 1.24 Crore,900 SQFT,2 Beds,2 Baths,"DHA Phase 2 Extension, Karachi•"
Rs 12.90 Crore,600 SQYD,6 Beds,6 Baths,"DHA Phase 7, Karachi•"
Rs 1.30 Crore,"1,100 SQFT",3 Beds,3 Baths,"Upper Gizri, Karachi•"
Rs 2.70 Crore,"1,250 SQFT",3 Beds,4 Baths,"Frere Town, Karachi•"
Rs 1 Crore,"1,300 SQFT",3 Beds,3 Baths,"Firdos Colony, Karachi•"
Rs 1.40 Crore,120 SQYD,5 Beds,4 Baths,"Falaknaz Dreams, Karachi•"
Rs 45 Lacs,120 SQYD,0,0,"Falaknaz Dreams, Karachi•"
Rs 66 Lacs,240 SQYD,0,0,"Pir Ahmed Zaman Town, Karachi•"
Rs 6.30 Crore,240 SQYD,6 Beds,7 Baths,"Gulshan-e-Iqbal - Block 10-A, Karachi•"
Rs 1.55 Crore,120 SQYD,3 Beds,3 Baths,"Gulshan-e-Roomi, Karachi•"
Rs 75 Lacs,120 SQYD,0,0,"Gulshan-e-Maymar, Karachi•"
Rs 98 Lacs,600 SQFT,0,0,"North Karachi - Sector 11A, Karachi•"
Rs 1.70 Crore,120 SQYD,6 Beds,6 Baths,"North Karachi - Sector 8, Karachi•"
Rs 40 Crore,200 SQYD,0,0,"Bukhari Commercial Area, Karachi•"
Rs 29 Lacs,600 SQFT,2 Beds,2 Baths,"Korangi - Sector 48-B, Karachi•"
Rs 30 Lacs,650 SQFT,2 Beds,2 Baths,"Surjani Town - Sector 7B, Karachi•"
Rs 95 Lacs,400 SQYD,0,0,"Gulshan-e-Mehran - Block 1C, Karachi•"
Rs 60 Lacs,550 SQFT,2 Beds,2 Baths,"Upper Gizri, Karachi•"
Rs 85 Lacs,750 SQFT,2 Beds,2 Baths,"Gulshan-e-Iqbal - Block 4A, Karachi•"
Rs 43 Lacs,120 SQYD,0,0,"Malir Town Residency, Karachi•"
Rs 50 Lacs,120 SQYD,0,0,"Alize Garden, Karachi•"
Rs 1.20 Crore,120 SQYD,5 Beds,4 Baths,"Falaknaz Dreams, Karachi•"
Rs 1.10 Crore,120 SQYD,2 Beds,2 Baths,"Alize Garden, Karachi•"
Rs 1.50 Crore,120 SQYD,6 Beds,5 Baths,"Falaknaz Dreams, Karachi•"
Rs 1.20 Crore,120 SQFT,3 Beds,3 Baths,"Alize Garden, Karachi•"
Rs 84 Lacs,60 SQYD,4 Beds,3 Baths,"Falaknaz Dreams, Karachi•"
Rs 70 Lacs,900 SQFT,2 Beds,2 Baths,"Firdos Colony, Karachi•"
Rs 5.50 Crore,240 SQYD,6 Beds,6 Baths,"Gulshan-E-Iqbal Block 1, Karachi•"
Rs 1.60 Crore,"1,600 SQFT",3 Beds,3 Baths,"Rainbow Towers And Shopping Mall, Karachi•"
Rs 7.80 Crore,500 SQYD,6 Beds,6 Baths,"DHA Phase 5, Karachi•"
Rs 3.95 Crore,240 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 1.60 Crore,"1,200 SQFT",2 Beds,3 Baths,"Gulshan-e-Iqbal Town, Karachi•"
Rs 7.20 Lac,60 SQFT,0,0,"Surjani Town, Karachi•"
Rs 55 Lacs,700 SQFT,2 Beds,2 Baths,"Scheme 33, Karachi•"
Rs 1.05 Crore,120 SQFT,0,0,"Cantt Bazar, Karachi•"
Rs 2 Crore,152 SQYD,3 Beds,3 Baths,"Bahria Town - Precinct 2, Karachi•"
Rs 1.70 Crore,120 SQYD,6 Beds,6 Baths,"North Karachi - Sector 8, Karachi•"
Rs 4.50 Crore,288 SQYD,6 Beds,6 Baths,"North Karachi - Sector 11A, Karachi•"
Rs 70 Lacs,955 SQFT,2 Beds,2 Baths,"Bahria Apartments, Karachi•"
Rs 56 Lacs,120 SQYD,0,0,"Saadi Garden, Karachi•"
Rs 4 Crore,120 SQYD,4 Beds,5 Baths,"North Karachi - Sector 9, Karachi•"
Rs 3.25 Crore,200 SQYD,6 Beds,6 Baths,"Gulshan-e-Maymar - Sector Y, Karachi•"
Rs 2.45 Crore,240 SQYD,3 Beds,4 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 2.50 Crore,200 SQYD,4 Beds,5 Baths,"Gulshan-e-Maymar - Sector Y, Karachi•"
Rs 1.14 Crore,932 SQFT,2 Beds,2 Baths,"Kashmir Colony, Karachi•"
Rs 74 Lacs,738 SQFT,2 Beds,2 Baths,"Kashmir Colony, Karachi•"
Rs 1.25 Crore,"1,040 SQFT",2 Beds,3 Baths,"Kashmir Colony, Karachi•"
Rs 6.24 Crore,"2,400 SQFT",3 Beds,4 Baths,"Askari iii, Karachi•"
Rs 1.96 Crore,"1,100 SQFT",2 Beds,2 Baths,"Defence Skyline, Karachi•"
Rs 3.10 Crore,"1,700 SQFT",3 Beds,4 Baths,"Defence Skyline, Karachi•"
Rs 2.10 Crore,"1,600 SQFT",Studio,1 Bath,"Upper Gizri, Karachi•"
Rs 2.60 Crore,200 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar - Sector Y, Karachi•"
Rs 1.80 Crore,120 SQYD,4 Beds,5 Baths,"Gulshan-e-Maymar - Sector Q, Karachi•"
Rs 2.20 Crore,120 SQYD,4 Beds,5 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 85 Lacs,850 SQFT,2 Beds,2 Baths,"Upper Gizri, Karachi•"
Rs 55 Lacs,84 SQYD,6 Beds,1 Bath,"Surjani Town, Karachi•"
Rs 1.05 Crore,900 SQFT,2 Beds,2 Baths,"Cantt View Lodges, Karachi•"
Rs 55 Lacs,700 SQFT,2 Beds,2 Baths,"Scheme 33, Karachi•"
Rs 2.25 Crore,145 SQYD,4 Beds,5 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 4 Crore,240 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar - Sector T, Karachi•"
Rs 5.75 Crore,240 SQYD,6 Beds,7 Baths,"Capital Cooperative Housing Society, Karachi•"
Rs 3.85 Crore,240 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar - Sector T, Karachi•"
Rs 3.50 Crore,240 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 2.15 Crore,120 SQYD,4 Beds,5 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 4 Crore,240 SQYD,6 Beds,6 Baths,"Gulshan-e-Maymar - Sector R, Karachi•"
Rs 5.50 Crore,"2,320 SQFT",2 Beds,2 Baths,"Clifton - Block 9, Karachi•"
Rs 7.30 Crore,"2,900 SQFT",4 Beds,4 Baths,"Clifton - Block 8, Karachi•"
Rs 7 Crore,422 SQYD,4 Beds,4 Baths,"Nazimabad 4, Karachi•"
Rs 7.70 Crore,500 SQYD,6 Beds,5 Baths,"Nazimabad 4, Karachi•"
Rs 2.90 Crore,"1,700 SQFT",3 Beds,3 Baths,"Clifton - Block 9, Karachi•"
Rs 25 Crore,"1,000 SQYD",6 Beds,7 Baths,"PECHS, Karachi•"
Rs 3.10 Crore,120 SQYD,2 Beds,2 Baths,"Model Colony - Malir, Karachi•"
Rs 85 Lacs,120 SQYD,0,0,"Radio Pakistan Employees Cooperative Society, Karachi•"
Rs 1.05 Crore,120 SQYD,0,0,"Rok Cooperative Housing Society, Karachi•"
Rs 2.40 Crore,120 SQYD,Studio,1 Bath,"Kazimabad, Karachi•"
Rs 2.10 Crore,120 SQYD,Studio,1 Bath,"Kazimabad, Karachi•"
Rs 1.14 Crore,120 SQYD,0,0,"Sadaf Cooperative Housing Society, Karachi•"
Rs 1.29 Crore,120 SQYD,0,0,"Gandhara Society, Karachi•"
Rs 60 Lacs,120 SQYD,0,0,"Pir Ahmed Zaman Town - Block 4, Karachi•"
Rs 38 Lacs,120 SQYD,0,0,"Pir Gul Hassan Town, Karachi•"
Rs 60 Lacs,400 SQYD,0,0,"Pir Gul Hassan Town, Karachi•"
Rs 33 Lacs,120 SQYD,0,0,"AG Sindh Cooperative Housing Society, Karachi•"
Rs 52 Lacs,432 SQFT,2 Beds,2 Baths,"Saudabad, Karachi•"
Rs 6.50 Crore,400 SQYD,0,0,"Malir Cantonment, Karachi•"
Rs 1.50 Crore,80 SQYD,Studio,1 Bath,"Model Colony - Malir, Karachi•"
Rs 58 Lacs,40 SQYD,2 Beds,2 Baths,"Liaqat Market, Karachi•"
Rs 55 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 52.50 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 49.50 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 47 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 45 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 42 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 40 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 37 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 35 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 37 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 35 Lacs,40 SQYD,Studio,1 Bath,"Jinnah Square, Karachi•"
Rs 1.65 Crore,"1,250 SQFT",2 Beds,2 Baths,"North Nazimabad - Block N, Karachi•"
Rs 6 Lac,42 Marla,0,0,"Allahwala Town - Sector 31-B, Karachi•"
Rs 15.60 Lacs,42 SQYD,2 Beds,1 Bath,"Allahwala Town - Sector 31-G, Karachi•"
Rs 15.30 Lacs,47 SQYD,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 23 Lacs,60 SQYD,2 Beds,2 Baths,"Allahwala Town - Sector 31-G, Karachi•"
Rs 23.80 Lacs,60 SQYD,2 Beds,2 Baths,"Allahwala Town - Sector 31-G, Karachi•"
Rs 1.05 Crore,84 SQYD,6 Beds,4 Baths,"Allahwala Town - Sector 31-G, Karachi•"
Rs 1.10 Crore,80 SQYD,6 Beds,4 Baths,"Bhittai Colony - Block G, Karachi•"
Rs 25 Lacs,40 SQYD,2 Beds,1 Bath,"Bagh-e-Korangi, Karachi•"
Rs 2.98 Crore,120 SQYD,6 Beds,7 Baths,"Bhittai Colony - Block F, Karachi•"
Rs 1.50 Crore,120 SQYD,6 Beds,6 Baths,"Gulshan-e-Malir, Karachi•"
Rs 1.48 Crore,80 SQYD,6 Beds,4 Baths,"Jamia Millia Road, Karachi•"
Rs 27.30 Lacs,80 SQYD,0,0,"Murad Memon Goth, Karachi•"
Rs 27 Lacs,80 SQYD,0,0,"Malir, Karachi•"
"Rs 80,000",500 SQFT,0,0,"Gulshan-e-Maymar - Sector Z, Karachi•"
Rs 58 Lacs,850 SQFT,6 Beds,2 Baths,"Gulshan-e-Maymar - Sector Z, Karachi•"
Rs 1.10 Crore,222 SQYD,0,0,"Gulshan-E-Dad Rahim, Karachi•"
Rs 30 Lacs,100 SQYD,0,0,"Malir, Karachi•"
Rs 1.30 Crore,120 SQYD,5 Beds,5 Baths,"Gulistan-e-Malir, Karachi•"
Rs 7.50 Crore,"1,704 SQFT",2 Beds,3 Baths,"Emaar Panorama, Karachi•"
Rs 3.50 Crore,400 SQFT,0,0,"Liaqat Market, Karachi•"
Rs 11 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town, Karachi•"
Rs 15 Lacs,550 SQFT,2 Beds,2 Baths,"Allahwala Town - Sector 31-B, Karachi•"
Rs 39.79 Lacs,600 SQFT,2 Beds,2 Baths,"Old Jamia Millia Road, Karachi•"
Rs 19 Lacs,600 SQFT,2 Beds,2 Baths,"Allahwala Town - Sector 31-B, Karachi•"
Rs 15 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 13 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 15 Lacs,550 SQFT,2 Beds,2 Baths,"Allahwala Town - Sector 31-B, Karachi•"
Rs 21 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 20 Lacs,600 SQFT,2 Beds,2 Baths,"Allahwala Town - Sector 31-B, Karachi•"
Rs 11 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town, Karachi•"
Rs 24 Lacs,450 SQFT,2 Beds,1 Bath,"Korangi - Sector 31-G, Karachi•"
Rs 16.50 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 19 Lacs,550 SQFT,2 Beds,2 Baths,"Allahwala Town - Sector 31-B, Karachi•"
Rs 22 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 36 Lacs,800 SQFT,3 Beds,2 Baths,"Korangi - Sector 31-A, Karachi•"
Rs 24 Lacs,450 SQFT,2 Beds,1 Bath,"Korangi - Sector 31-G, Karachi•"
Rs 95 Lacs,120 SQYD,2 Beds,4 Baths,"Saima Green Valley, Karachi•"
Rs 20 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 13 Lacs,450 SQFT,2 Beds,1 Bath,"Allahwala Town - Sector 31-B, Karachi•"
Rs 87 Lacs,120 SQYD,2 Beds,2 Baths,"Falaknaz Dreams, Karachi•"
Rs 86 Lacs,120 SQYD,2 Beds,2 Baths,"Falaknaz Dreams, Karachi•"
Rs 30 Lacs,80 SQYD,0,0,"Falaknaz Dreams, Karachi•"
Rs 33 Lacs,120 SQYD,0,0,"Saima Green Valley, Karachi•"
Rs 22.50 Crore,"14,520 SQYD",0,0,"Port Qasim, Karachi•"
Rs 22.50 Crore,"14,520 SQYD",0,0,"Port Qasim, Karachi•"
Rs 65 Lacs,400 SQYD,0,0,"Port Qasim, Karachi•"
Rs 2.65 Crore,800 SQYD,0,0,"Bin Qasim Town, Karachi•"
Rs 22.50 Crore,"14,520 SQYD",0,0,"Port Qasim, Karachi•"
Rs 52.80 Crore,"53,240 SQYD",0,0,"Gadap Town, Karachi•"
Rs 52.80 Crore,"53,240 SQYD",0,0,"Gadap Town, Karachi•"
Rs 2.65 Crore,800 SQYD,0,0,"Bin Qasim Town, Karachi•"
Rs 65 Lacs,400 SQYD,0,0,"Port Qasim, Karachi•"
Rs 52.80 Crore,"53,240 SQYD",0,0,"Gadap Town, Karachi•"
Rs 22.50 Crore,"14,520 SQYD",0,0,"Port Qasim, Karachi•"
Rs 1.50 Crore,"1,200 SQFT",3 Beds,3 Baths,"Gulshan-e-Iqbal, Karachi•"
Rs 3.70 Crore,400 SQYD,0,0,"Gwalior Cooperative Housing Society, Karachi•"
Rs 1.48 Crore,"1,100 SQFT",2 Beds,2 Baths,"Madras Cooperative Housing Society, Karachi•"
Rs 3.60 Crore,600 SQYD,0,0,"Government Teacher Society - Sector 21-A, Karachi•"
Rs 4 Crore,400 SQYD,0,0,"Karachi University Housing Society, Karachi•"
Rs 4.84 Crore,240 SQYD,6 Beds,6 Baths,"Gwalior Cooperative Housing Society, Karachi•"
Rs 1.30 Crore,"1,150 SQFT",3 Beds,3 Baths,"Pilibhit Cooperative Housing Society, Karachi•"
Rs 85 Lacs,"1,050 SQFT",2 Beds,2 Baths,"Rabia Enclave, Karachi•"
Rs 72 Lacs,750 SQFT,2 Beds,2 Baths,"Rabia Enclave, Karachi•"
Rs 2.10 Crore,200 SQYD,0,0,"State Bank of Pakistan Housing Society, Karachi•"
Rs 1.65 Crore,120 SQYD,0,0,"Gwalior Cooperative Housing Society, Karachi•"
Rs 3.10 Crore,240 SQYD,0,0,"Pilibhit Cooperative Housing Society, Karachi•"
Rs 4.50 Crore,"1,072 SQFT",1 Bed,1 Bath,"Emaar Coral Towers, Karachi•"
Rs 55 Lacs,84 SQYD,4 Beds,3 Baths,"Surjani Town - Sector 4A, Karachi•"
Rs 2.65 Crore,800 SQYD,0,0,"Bin Qasim Town, Karachi•"
Rs 65 Lacs,400 SQYD,0,0,"Port Qasim, Karachi•"
Rs 5.50 Crore,240 SQYD,6 Beds,7 Baths,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Karachi•"
Rs 5.25 Crore,240 SQYD,6 Beds,7 Baths,"Gwalior Cooperative Housing Society, Karachi•"
Rs 4.90 Crore,200 SQYD,6 Beds,7 Baths,"State Bank of Pakistan Housing Society, Karachi•"
Rs 77 Lacs,900 SQFT,2 Beds,2 Baths,"Gwalior Cooperative Housing Society, Karachi•"
Rs 8 Crore,333 SQYD,0,0,"Meerut Society, Karachi•"
Rs 56 Lacs,600 SQFT,2 Beds,2 Baths,"State Bank of Pakistan Housing Society, Karachi•"
Rs 27 Lacs,180 SQFT,0,0,"Gwalior Cooperative Housing Society, Karachi•"
Rs 85 Lacs,120 SQYD,0,0,"Rok Cooperative Housing Society, Karachi•"
Rs 1.75 Crore,220 SQYD,3 Beds,3 Baths,"Gwalior Cooperative Housing Society, Karachi•"
Rs 2.54 Crore,240 SQYD,0,0,"Gwalior Cooperative Housing Society, Karachi•"
Rs 4.65 Crore,240 SQYD,6 Beds,6 Baths,"Pilibhit Cooperative Housing Society, Karachi•"
Rs 75 Lacs,810 SQFT,3 Beds,3 Baths,"Gwalior Cooperative Housing Society, Karachi•"
Rs 2.90 Crore,120 SQYD,4 Beds,5 Baths,"Gwalior Cooperative Housing Society, Karachi•"
Rs 4.80 Crore,227 SQYD,6 Beds,6 Baths,"Gulistan Society Phase 1, Karachi•"
Rs 1.77 Crore,290 SQYD,0,0,"ICI Staff Cooperative Housing Society, Karachi•"
Rs 7.50 Crore,375 SQYD,5 Beds,6 Baths,"Askari 6, Karachi•"
Rs 57 Lacs,900 SQFT,2 Beds,2 Baths,"Surjani Town, Karachi•"
Rs 6.85 Crore,"1,650 SQFT",2 Beds,4 Baths,"Emaar Pearl Towers, Karachi•"
Rs 7.40 Crore,"3,071 SQFT",4 Beds,6 Baths,"Emaar Coral Towers, Karachi•"
Rs 7.85 Crore,"2,200 SQFT",3 Beds,5 Baths,"Emaar Pearl Towers, Karachi•"
Rs 7.95 Crore,"1,945 SQFT",2 Beds,4 Baths,"HMR Waterfront, Karachi•"
Rs 5.15 Crore,"1,150 SQFT",2 Beds,3 Baths,"HMR Waterfront, Karachi•"
Rs 7.50 Crore,"1,650 SQFT",2 Beds,4 Baths,"Emaar Reef Towers, Karachi•"
Rs 10.25 Crore,"2,375 SQFT",3 Beds,5 Baths,"HMR Waterfront, Karachi•"
Rs 11.40 Crore,"2,625 SQFT",3 Beds,5 Baths,"HMR Waterfront, Karachi•"
Rs 8.60 Crore,100 SQYD,0,0,"DHA Phase 8, Karachi•"
Rs 7.80 Crore,"1,639 SQFT",2 Beds,3 Baths,"Emaar Park Edge, Karachi•"
Rs 1.45 Crore,525 SQFT,0,0,"Bukhari Commercial Area, Karachi•"
Rs 8.50 Crore,"2,450 SQFT",3 Beds,5 Baths,"Emaar Pearl Towers, Karachi•"
Rs 1.18 Crore,240 SQYD,0,0,"Fareed Niazi Society, Karachi•"
Rs 10.80 Crore,"3,500 SQFT",2 Beds,3 Baths,"Emaar Pearl Towers, Karachi•"
Rs 9.50 Crore,"1,771 SQFT",2 Beds,3 Baths,"Emaar The Views, Karachi•"
Rs 8.40 Crore,"1,828 SQFT",2 Beds,3 Baths,"Emaar The Views, Karachi•"
Rs 8.30 Crore,"2,484 SQFT",3 Beds,5 Baths,"Emaar Reef Towers, Karachi•"
Rs 8.65 Crore,"2,484 SQFT",3 Beds,5 Baths,"Emaar Reef Towers, Karachi•"
Rs 9 Crore,"2,650 SQFT",4 Beds,6 Baths,"Emaar Pearl Towers, Karachi•"
Rs 75 Lacs,"1,000 SQFT",2 Beds,2 Baths,"North Karachi, Karachi•"
Rs 5.35 Crore,"1,779 SQFT",2 Beds,2 Baths,"Emaar Coral Towers, Karachi•"
Rs 9.75 Crore,"2,500 SQFT",3 Beds,5 Baths,"Emaar Pearl Towers, Karachi•"
Rs 7.10 Crore,"1,739 SQFT",2 Beds,3 Baths,"Emaar Panorama, Karachi•"
Rs 7.25 Crore,"1,640 SQFT",2 Beds,4 Baths,"Emaar Reef Towers, Karachi•"
Rs 85 Lacs,"1,050 SQFT",2 Beds,2 Baths,"Gulistan-e-Jauhar Block 13, Karachi•"
Rs 1.55 Crore,120 SQYD,2 Beds,2 Baths,"Gulistan-e-Jauhar Block 17, Karachi•"
Rs 6.50 Crore,"2,700 SQFT",4 Beds,4 Baths,"Gulshan-e-Iqbal - Block 17, Karachi•"
Rs 80 Lacs,900 SQYD,2 Beds,2 Baths,"Scheme 33 - Sector 18-A, Karachi•"
Rs 70 Lacs,"1,080 SQFT",3 Beds,3 Baths,"Abul Hassan Isphani Road, Karachi•"
Rs 85 Lacs,"1,000 SQFT",2 Beds,2 Baths,"North Karachi, Karachi•"
Rs 1.30 Crore,"1,200 SQFT",3 Beds,3 Baths,"Gulshan-e-Iqbal - Block 19, Karachi•"
Rs 55 Lacs,850 SQFT,2 Beds,2 Baths,"Abul Hassan Isphani Road, Karachi•"
Rs 2.40 Crore,"1,700 SQFT",3 Beds,3 Baths,"Gulshan-E-Iqbal Block 13, Karachi•"
Rs 1.70 Crore,"1,750 SQFT",3 Beds,4 Baths,"Cantt View Lodges, Karachi•"
Rs 77 Lacs,64 SQYD,4 Beds,3 Baths,"Surjani Town - Sector 4D, Karachi•"
Rs 76 Lacs,120 SQYD,0,0,"North Town Residency, Karachi•"
Rs 29.80 Lacs,380 SQYD,1 Bed,1 Bath,"North Karachi, Karachi•"
Rs 2.50 Crore,"1,080 SQFT",2 Beds,2 Baths,"Gulzar-E-Hijri, Karachi•"
Rs 4 Crore,240 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar, Karachi•"
Rs 10 Crore,616 SQYD,3 Beds,4 Baths,"DHA Phase 4, Karachi•"
Rs 3.25 Crore,200 SQYD,6 Beds,7 Baths,"Gulshan-e-Maymar - Sector X, Karachi•"
Rs 42 Lacs,650 SQFT,2 Beds,2 Baths,"Gulistan-e-Jauhar Block 18, Karachi•"
Rs 2.80 Crore,"1,600 SQFT",3 Beds,3 Baths,"Gulshan-e-Iqbal - Block 13/A, Karachi•"
Rs 6.50 Crore,500 SQYD,0,0,"DHA Phase 8, Karachi•"
Rs 1.60 Crore,"1,600 SQFT",Studio,1 Bath,"Gulistan-e-Jauhar Block 17, Karachi•"
Rs 2 Crore,47 SQYD,0,0,"Clifton, Karachi•"
Rs 95 Lacs,"1,450 SQFT",3 Beds,3 Baths,"Gulistan-e-Jauhar Block 18, Karachi•"
Rs 64 Lacs,"1,000 SQFT",2 Beds,2 Baths,"Gulistan-e-Jauhar Block 18, Karachi•"
Rs 8 Lac,51 SQFT,0,0,"Surjani Town - Sector 5D, Karachi•"
Rs 1.60 Crore,"1,900 SQFT",3 Beds,4 Baths,"Gulistan-e-Jauhar Block 17, Karachi•"
Rs 3 Crore,400 SQFT,0,0,"Gulistan-e-Jauhar Block 18, Karachi•"
Rs 8 Lac,70 SQFT,0,0,"Surjani Town - Sector 5D, Karachi•"
Rs 26 Crore,"1,000 SQYD",6 Beds,7 Baths,"DHA Phase 5, Karachi•"
